date,state,crop,modal_price
2025-05-19,Haryana,Tender Coconut,5000
2025-05-19,Haryana,Tinda,2000
2025-05-19,Haryana,Tomato,500
2025-05-19,Haryana,Banana,2000
2025-05-19,Haryana,Mango,4000
2025-05-19,Haryana,Tomato,800
2025-05-19,Haryana,Banana,2000
2025-05-19,Haryana,Green Chilli,2000
2025-05-19,Haryana,Bhindi(Ladies Finger),2000
2025-05-19,Haryana,Potato,700
2025-05-19,Haryana,Cabbage,800
2025-05-19,Haryana,Capsicum,2000
2025-05-19,Haryana,Coriander(Leaves),2400
2025-05-19,Haryana,Cucumbar(Kheera),1400
2025-05-19,Haryana,Ginger(Green),6500
2025-05-19,Haryana,Pumpkin,800
2025-05-19,Haryana,Brinjal,1500
2025-05-19,Haryana,Green Chilli,2000
2025-05-19,Haryana,Water Melon,800
2025-05-19,Haryana,Banana,2800
2025-05-19,Haryana,Lemon,4000
2025-05-19,Haryana,Mousambi(Sweet Lime),3000
2025-05-19,Haryana,Water Melon,500
2025-05-19,Haryana,Apple,12000
2025-05-19,Haryana,Bottle gourd,350
2025-05-19,Himachal Pradesh,Bitter gourd,3000
2025-05-19,Himachal Pradesh,Bottle gourd,1600
2025-05-19,Himachal Pradesh,Brinjal,2000
2025-05-19,Himachal Pradesh,Cabbage,1200
2025-05-19,Himachal Pradesh,Lemon,12000
2025-05-19,Himachal Pradesh,Water Melon,1800
2025-05-19,Himachal Pradesh,Bhindi(Ladies Finger),3000
2025-05-19,Himachal Pradesh,Capsicum,3000
2025-05-19,Himachal Pradesh,Green Chilli,4000
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),7000
2025-05-19,Himachal Pradesh,Capsicum,2800
2025-05-19,Himachal Pradesh,Tomato,1200
2025-05-19,Himachal Pradesh,Apple,15000
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,Capsicum,2500
2025-05-19,Himachal Pradesh,Garlic,8000
2025-05-19,Himachal Pradesh,Ginger(Green),5500
2025-05-19,Himachal Pradesh,Guava,10000
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),5000
2025-05-19,Himachal Pradesh,Pineapple,4000
2025-05-19,Himachal Pradesh,Potato,1200
2025-05-19,Himachal Pradesh,Pumpkin,1000
2025-05-19,Himachal Pradesh,Raddish,4000
2025-05-19,Himachal Pradesh,Green Chilli,3000
2025-05-19,Himachal Pradesh,Mango,7000
2025-05-19,Himachal Pradesh,Papaya,3500
2025-05-19,Himachal Pradesh,Pomegranate,11500
2025-05-19,Himachal Pradesh,Spinach,2500
2025-05-19,Himachal Pradesh,Brinjal,2000
2025-05-19,Himachal Pradesh,Cauliflower,4800
2025-05-19,Himachal Pradesh,Coriander(Leaves),4000
2025-05-19,Himachal Pradesh,Ginger(Green),6500
2025-05-19,Himachal Pradesh,Lemon,8500
2025-05-19,Himachal Pradesh,Onion,1800
2025-05-19,Himachal Pradesh,Papaya,4200
2025-05-19,Himachal Pradesh,Tomato,1500
2025-05-19,Himachal Pradesh,Banana,4000
2025-05-19,Himachal Pradesh,Bitter gourd,1800
2025-05-19,Himachal Pradesh,Bottle gourd,1000
2025-05-19,Himachal Pradesh,Carrot,1600
2025-05-19,Himachal Pradesh,Ginger(Green),5500
2025-05-19,Himachal Pradesh,Guava,9000
2025-05-19,Himachal Pradesh,Mango,4500
2025-05-19,Himachal Pradesh,Papaya,3000
2025-05-19,Himachal Pradesh,Potato,1000
2025-05-19,Himachal Pradesh,Apple,14000
2025-05-19,Himachal Pradesh,Beetroot,3500
2025-05-19,Himachal Pradesh,Bitter gourd,3000
2025-05-19,Himachal Pradesh,Bottle gourd,1700
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1400
2025-05-19,Himachal Pradesh,Green Chilli,2800
2025-05-19,Himachal Pradesh,Mango,6500
2025-05-19,Himachal Pradesh,Mango,5000
2025-05-19,Himachal Pradesh,Pineapple,4500
2025-05-19,Himachal Pradesh,Tinda,2700
2025-05-19,Himachal Pradesh,Water Melon,1400
2025-05-19,Himachal Pradesh,Cherry,4000
2025-05-19,Himachal Pradesh,Peas Wet,4000
2025-05-19,Himachal Pradesh,Bitter gourd,2500
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1300
2025-05-19,Himachal Pradesh,Green Chilli,2200
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),1400
2025-05-19,Himachal Pradesh,Onion,1400
2025-05-19,Himachal Pradesh,Potato,1100
2025-05-19,Jammu and Kashmir,Coriander(Leaves),2000
2025-05-19,Jammu and Kashmir,Green Chilli,1800
2025-05-19,Jammu and Kashmir,Indian Beans (Seam),8000
2025-05-19,Jammu and Kashmir,Karbuja(Musk Melon),1000
2025-05-19,Jammu and Kashmir,Lemon,8000
2025-05-19,Jammu and Kashmir,Mango,4000
2025-05-19,Jammu and Kashmir,Raddish,1500
2025-05-19,Jammu and Kashmir,Banana,6000
2025-05-19,Jammu and Kashmir,Bottle gourd,1500
2025-05-19,Jammu and Kashmir,Brinjal,2500
2025-05-19,Jammu and Kashmir,Mousambi(Sweet Lime),3500
2025-05-19,Kerala,Bottle gourd,1400
2025-05-19,Kerala,Capsicum,0
2025-05-19,Kerala,Cowpea(Veg),3400
2025-05-19,Kerala,Snakeguard,2900
2025-05-19,Kerala,Bitter gourd,4800
2025-05-19,Kerala,Cauliflower,3500
2025-05-19,Kerala,Cucumbar(Kheera),2500
2025-05-19,Kerala,Long Melon(Kakri),5000
2025-05-19,Kerala,Onion,2500
2025-05-19,Kerala,Capsicum,7000
2025-05-19,Kerala,Ginger(Green),5000
2025-05-19,Kerala,Amphophalus,2000
2025-05-19,Kerala,Bhindi(Ladies Finger),3100
2025-05-19,Kerala,Cabbage,3000
2025-05-19,Kerala,Cucumbar(Kheera),2000
2025-05-19,Kerala,Ginger(Green),7000
2025-05-19,Kerala,Onion,2200
2025-05-19,Kerala,Potato,3500
2025-05-19,Kerala,Tomato,3500
2025-05-19,Kerala,Amaranthus,2500
2025-05-19,Kerala,Green Chilli,3200
2025-05-19,Kerala,Pineapple,3600
2025-05-19,Kerala,Potato,3400
2025-05-19,Kerala,Banana,5100
2025-05-19,Kerala,Tomato,2600
2025-05-19,Kerala,Banana,4300
2025-05-19,Kerala,Banana,0
2025-05-19,Kerala,Banana,0
2025-05-19,Kerala,Banana - Green,5500
2025-05-19,Kerala,Capsicum,5000
2025-05-19,Kerala,Cauliflower,3500
2025-05-19,Kerala,Cowpea(Veg),2000
2025-05-19,Kerala,Ridgeguard(Tori),4500
2025-05-19,Kerala,Black pepper,67000
2025-05-19,Kerala,Bottle gourd,1400
2025-05-19,Kerala,Cabbage,1800
2025-05-19,Kerala,Cauliflower,2500
2025-05-19,Kerala,Coconut Seed,6000
2025-05-19,Kerala,Field Pea,2000
2025-05-19,Kerala,Ginger(Dry),30000
2025-05-19,Kerala,Little gourd (Kundru),2000
2025-05-19,Kerala,Mango (Raw-Ripe),2000
2025-05-19,Kerala,Banana - Green,5000
2025-05-19,Kerala,Cluster beans,4500
2025-05-19,Kerala,Pumpkin,2200
2025-05-19,Kerala,Snakeguard,4300
2025-05-19,Kerala,Tomato,3500
2025-05-19,Kerala,Papaya,3500
2025-05-19,Kerala,Potato,4000
2025-05-19,Kerala,Pumpkin,2000
2025-05-19,Kerala,Tomato,2500
2025-05-19,Kerala,Bhindi(Ladies Finger),3200
2025-05-19,Kerala,Carrot,3400
2025-05-19,Kerala,Onion,1800
2025-05-19,Kerala,Onion,2100
2025-05-19,Kerala,Potato,3200
2025-05-19,Kerala,Snakeguard,3700
2025-05-19,Kerala,Banana - Green,6000
2025-05-19,Kerala,Bhindi(Ladies Finger),3300
2025-05-19,Kerala,Cauliflower,4000
2025-05-19,Kerala,Cowpea(Veg),4500
2025-05-19,Kerala,Cucumbar(Kheera),1500
2025-05-19,Kerala,Potato,3300
2025-05-19,Kerala,Tomato,2800
2025-05-19,Kerala,Amaranthus,2400
2025-05-19,Kerala,Banana - Green,3500
2025-05-19,Kerala,Bitter gourd,7000
2025-05-19,Kerala,Bottle gourd,2400
2025-05-19,Kerala,Brinjal,3000
2025-05-19,Kerala,Tomato,1800
2025-05-19,Kerala,Amphophalus,6000
2025-05-19,Kerala,Coconut Seed,6800
2025-05-19,Kerala,French Beans (Frasbean),6500
2025-05-19,Kerala,Onion,1700
2025-05-19,Kerala,Amphophalus,7200
2025-05-19,Kerala,Beetroot,4500
2025-05-19,Kerala,Potato,2500
2025-05-19,Kerala,Amphophalus,6300
2025-05-19,Kerala,Banana - Green,4400
2025-05-19,Kerala,Green Chilli,4200
2025-05-19,Kerala,Onion,2100
2025-05-19,Kerala,Cucumbar(Kheera),2600
2025-05-19,Kerala,Pumpkin,900
2025-05-19,Kerala,Banana,5600
2025-05-19,Kerala,Beans,8800
2025-05-19,Kerala,Brinjal,1800
2025-05-19,Kerala,Capsicum,4400
2025-05-19,Kerala,Drumstick,7300
2025-05-19,Kerala,Guava,5600
2025-05-19,Kerala,Water Melon,1200
2025-05-19,Kerala,Banana,5500
2025-05-19,Kerala,Cauliflower,2500
2025-05-19,Kerala,Green Chilli,3500
2025-05-19,Kerala,Beetroot,3500
2025-05-19,Kerala,Brinjal,2400
2025-05-19,Kerala,Cluster beans,2800
2025-05-19,Kerala,French Beans (Frasbean),8500
2025-05-19,Kerala,Green Avare (W),6800
2025-05-19,Kerala,Lime,9000
2025-05-19,Kerala,Mango,1000
2025-05-19,Kerala,Snakeguard,2600
2025-05-19,Kerala,Tomato,2000
2025-05-19,Kerala,Ashgourd,2000
2025-05-19,Kerala,Banana,5500
2025-05-19,Kerala,Amaranthus,1800
2025-05-19,Kerala,Elephant Yam (Suran),5100
2025-05-19,Kerala,Lemon,10000
2025-05-19,Kerala,Mango (Raw-Ripe),3500
2025-05-19,Kerala,Onion,2000
2025-05-19,Kerala,Tomato,1500
2025-05-19,Kerala,Bhindi(Ladies Finger),2800
2025-05-19,Kerala,Drumstick,5800
2025-05-19,Kerala,Tomato,2800
2025-05-19,Nagaland,Cabbage,4000
2025-05-19,Nagaland,Potato,4000
2025-05-19,Odisha,Garlic,5800
2025-05-19,Odisha,Pointed gourd (Parval),2000
2025-05-19,Odisha,Pumpkin,700
2025-05-19,Odisha,Water Melon,1400
2025-05-19,Odisha,Bhindi(Ladies Finger),3500
2025-05-19,Odisha,Bitter gourd,3500
2025-05-19,Odisha,Green Chilli,5000
2025-05-19,Odisha,Little gourd (Kundru),2500
2025-05-19,Odisha,Pumpkin,1200
2025-05-19,Odisha,Paddy(Dhan)(Common),2300
2025-05-19,Odisha,Banana - Green,3500
2025-05-19,Odisha,Tomato,1800
2025-05-19,Odisha,Cauliflower,2000
2025-05-19,Odisha,Tomato,1200
2025-05-19,Odisha,Bhindi(Ladies Finger),2000
2025-05-19,Odisha,Onion,1500
2025-05-19,Odisha,Onion,1900
2025-05-19,Odisha,Pumpkin,1000
2025-05-19,Odisha,Banana - Green,2200
2025-05-19,Odisha,Green Chilli,3200
2025-05-19,Odisha,Brinjal,3000
2025-05-19,Odisha,Fish,12000
2025-05-19,Odisha,Pumpkin,1500
2025-05-19,Odisha,Rice,3200
2025-05-19,Odisha,Fish,18000
2025-05-19,Odisha,Rice,3400
2025-05-19,Odisha,Cauliflower,2865
2025-05-19,Odisha,Cucumbar(Kheera),3875
2025-05-19,Odisha,Pumpkin,2000
2025-05-19,Odisha,Bitter gourd,3500
2025-05-19,Odisha,Bottle gourd,2000
2025-05-19,Odisha,Cucumbar(Kheera),3000
2025-05-19,Odisha,Green Chilli,4000
2025-05-19,Odisha,Bitter gourd,3000
2025-05-19,Odisha,Cucumbar(Kheera),1800
2025-05-19,Odisha,Green Chilli,4800
2025-05-19,Punjab,Brinjal,900
2025-05-19,Punjab,Onion,2000
2025-05-19,Punjab,Green Chilli,1500
2025-05-19,Punjab,Onion,1000
2025-05-19,Punjab,Bhindi(Ladies Finger),5000
2025-05-19,Punjab,Capsicum,5000
2025-05-19,Punjab,Apple,8000
2025-05-19,Punjab,Lemon,4500
2025-05-19,Punjab,Onion,900
2025-05-19,Punjab,Pomegranate,4500
2025-05-19,Punjab,Potato,800
2025-05-19,Punjab,Cabbage,1000
2025-05-19,Punjab,Garlic,8000
2025-05-19,Punjab,Tinda,2500
2025-05-19,Punjab,Bitter gourd,1800
2025-05-19,Punjab,Onion,1000
2025-05-19,Punjab,Cauliflower,2000
2025-05-19,Punjab,Garlic,3500
2025-05-19,Punjab,Ginger(Green),2000
2025-05-19,Punjab,Onion,800
2025-05-19,Punjab,Cucumbar(Kheera),800
2025-05-19,Punjab,Cucumbar(Kheera),500
2025-05-19,Punjab,Potato,1000
2025-05-19,Punjab,Water Melon,800
2025-05-19,Punjab,Cucumbar(Kheera),500
2025-05-19,Punjab,Papaya,2800
2025-05-19,Punjab,Potato,1000
2025-05-19,Punjab,Bitter gourd,1500
2025-05-19,Punjab,Brinjal,1500
2025-05-19,Punjab,Cauliflower,3500
2025-05-19,Punjab,Coriander(Leaves),3500
2025-05-19,Punjab,Cucumbar(Kheera),1600
2025-05-19,Punjab,Peach,3700
2025-05-19,Punjab,Capsicum,1600
2025-05-19,Punjab,Cucumbar(Kheera),600
2025-05-19,Punjab,Grapes,7500
2025-05-19,Punjab,Karbuja(Musk Melon),2000
2025-05-19,Punjab,Lemon,6800
2025-05-19,Punjab,Mousambi(Sweet Lime),5500
2025-05-19,Punjab,Banana,2500
2025-05-19,Punjab,Bitter gourd,2000
2025-05-19,Punjab,Ginger(Green),5000
2025-05-19,Punjab,Karbuja(Musk Melon),1000
2025-05-19,Punjab,Mango,8000
2025-05-19,Punjab,Pomegranate,10000
2025-05-19,Punjab,Potato,700
2025-05-19,Punjab,Pumpkin,800
2025-05-19,Punjab,Cucumbar(Kheera),1000
2025-05-19,Punjab,Squash(Chappal Kadoo),700
2025-05-19,Punjab,Banana,3000
2025-05-19,Punjab,Bhindi(Ladies Finger),1200
2025-05-19,Punjab,Brinjal,500
2025-05-19,Punjab,Cucumbar(Kheera),400
2025-05-19,Punjab,Onion,1200
2025-05-19,Punjab,Tinda,1200
2025-05-19,Punjab,Tomato,1200
2025-05-19,Rajasthan,Kulthi(Horse Gram),5300
2025-05-19,Rajasthan,Wheat,2400
2025-05-19,Rajasthan,Mustard,5780
2025-05-19,Rajasthan,Cauliflower,700
2025-05-19,Rajasthan,Garlic,8300
2025-05-19,Rajasthan,Lime,8800
2025-05-19,Rajasthan,Onion,900
2025-05-19,Rajasthan,Sponge gourd,2000
2025-05-19,Rajasthan,Guar,4470
2025-05-19,Rajasthan,Onion,650
2025-05-19,Rajasthan,Wheat,2485
2025-05-19,Rajasthan,Bhindi(Ladies Finger),1500
2025-05-19,Rajasthan,Bottle gourd,800
2025-05-19,Rajasthan,Cluster beans,3000
2025-05-19,Rajasthan,Coriander(Leaves),1000
2025-05-19,Rajasthan,Cucumbar(Kheera),1300
2025-05-19,Rajasthan,Mango,3000
2025-05-19,Rajasthan,Mousambi(Sweet Lime),2700
2025-05-19,Rajasthan,Onion,700
2025-05-19,Rajasthan,Papaya,2000
2025-05-19,Rajasthan,Bajra(Pearl Millet/Cumbu),2210
2025-05-19,Rajasthan,Potato,1800
2025-05-19,Rajasthan,Cummin Seed(Jeera),18800
2025-05-19,Rajasthan,Dry Chillies,12500
2025-05-19,Rajasthan,Garlic,5000
2025-05-19,Rajasthan,Isabgul (Psyllium),9900
2025-05-19,Rajasthan,Black Gram (Urd Beans)(Whole),4480
2025-05-19,Rajasthan,Green Peas,2851
2025-05-19,Rajasthan,Maize,2125
2025-05-19,Telangana,Bottle gourd,200
2025-05-19,Telangana,Brinjal,2500
2025-05-19,Telangana,Onion,1000
2025-05-19,Telangana,Paddy(Dhan)(Common),1800
2025-05-19,Telangana,Bottle gourd,900
2025-05-19,Telangana,Drumstick,4000
2025-05-19,Telangana,French Beans (Frasbean),8500
2025-05-19,Telangana,Onion,1700
2025-05-19,Telangana,Sweet Potato,1800
2025-05-19,Telangana,Cucumbar(Kheera),1800
2025-05-19,Telangana,Drumstick,500
2025-05-19,Telangana,French Beans (Frasbean),8500
2025-05-19,Telangana,Green Chilli,4000
2025-05-19,Telangana,Tomato,1300
2025-05-19,Telangana,Capsicum,4000
2025-05-19,Telangana,Cluster beans,2500
2025-05-19,Tripura,Green Chilli,5850
2025-05-19,Tripura,Potato,2350
2025-05-19,Tripura,Banana,3300
2025-05-19,Tripura,Bitter gourd,4700
2025-05-19,Tripura,Kartali (Kantola),4300
2025-05-19,Tripura,Rice,3800
2025-05-19,Tripura,Tomato,2700
2025-05-19,Tripura,Brinjal,2500
2025-05-19,Tripura,Kartali (Kantola),5900
2025-05-19,Uttar Pradesh,Onion,1160
2025-05-19,Uttar Pradesh,Potato,1080
2025-05-19,Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2000
2025-05-19,Uttar Pradesh,Onion,900
2025-05-19,Uttar Pradesh,Pumpkin,600
2025-05-19,Uttar Pradesh,Tomato,1000
2025-05-19,Uttar Pradesh,Brinjal,1150
2025-05-19,Uttar Pradesh,Garlic,5900
2025-05-19,Uttar Pradesh,Gur(Jaggery),3950
2025-05-19,Uttar Pradesh,Bitter gourd,1740
2025-05-19,Uttar Pradesh,Bottle gourd,980
2025-05-19,Uttar Pradesh,Brinjal,1300
2025-05-19,Uttar Pradesh,Garlic,6380
2025-05-19,Uttar Pradesh,Green Chilli,1960
2025-05-19,Uttar Pradesh,Karbuja(Musk Melon),1670
2025-05-19,Uttar Pradesh,Lemon,7200
2025-05-19,Uttar Pradesh,Papaya,2750
2025-05-19,Uttar Pradesh,Wheat,2425
2025-05-19,Uttar Pradesh,Bottle gourd,1100
2025-05-19,Uttar Pradesh,Garlic,6400
2025-05-19,Uttar Pradesh,Jack Fruit,2150
2025-05-19,Uttar Pradesh,Lemon,7230
2025-05-19,Uttar Pradesh,Potato,750
2025-05-19,Uttar Pradesh,Karbuja(Musk Melon),2000
2025-05-19,Uttar Pradesh,Maize,2200
2025-05-19,Uttar Pradesh,Arhar Dal(Tur Dal),9950
2025-05-19,Uttar Pradesh,Green Chilli,2355
2025-05-19,Uttar Pradesh,Green Gram (Moong)(Whole),8650
2025-05-19,Uttar Pradesh,Lentil (Masur)(Whole),6755
2025-05-19,Uttar Pradesh,Banana - Green,1650
2025-05-19,Uttar Pradesh,Garlic,5850
2025-05-19,Uttar Pradesh,Ginger(Green),3300
2025-05-19,Uttar Pradesh,Ridgeguard(Tori),1400
2025-05-19,Uttar Pradesh,Banana - Green,1400
2025-05-19,Uttar Pradesh,Potato,1100
2025-05-19,Uttar Pradesh,Tomato,1120
2025-05-19,Uttar Pradesh,Pumpkin,600
2025-05-19,Uttar Pradesh,Onion,1160
2025-05-19,Uttar Pradesh,Bottle gourd,800
2025-05-19,Uttar Pradesh,Lemon,10100
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1500
2025-05-19,Uttar Pradesh,Brinjal,800
2025-05-19,Uttar Pradesh,Cabbage,600
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),1000
2025-05-19,Uttar Pradesh,Onion,1250
2025-05-19,Uttar Pradesh,Tomato,1000
2025-05-19,Uttar Pradesh,Peas(Dry),3300
2025-05-19,Uttar Pradesh,Onion,1140
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1600
2025-05-19,Uttar Pradesh,Bottle gourd,1700
2025-05-19,Uttar Pradesh,Cabbage,1800
2025-05-19,Uttar Pradesh,Wheat,2450
2025-05-19,Uttar Pradesh,Potato,1700
2025-05-19,Uttar Pradesh,Rice,3700
2025-05-19,Uttar Pradesh,Apple,7800
2025-05-19,Uttar Pradesh,Onion,1200
2025-05-19,Uttar Pradesh,Banana,2750
2025-05-19,Uttar Pradesh,Onion,1200
2025-05-19,Uttar Pradesh,Onion,1100
2025-05-19,Uttar Pradesh,Cucumbar(Kheera),1050
2025-05-19,Uttar Pradesh,Bottle gourd,900
2025-05-19,Uttar Pradesh,Jack Fruit,1500
2025-05-19,Uttar Pradesh,Paddy(Dhan)(Basmati),2200
2025-05-19,Uttar Pradesh,Wood,500
2025-05-19,Uttar Pradesh,Gur(Jaggery),1200
2025-05-19,Uttar Pradesh,Tomato,500
2025-05-19,Uttar Pradesh,Bottle gourd,600
2025-05-19,Uttar Pradesh,Garlic,5100
2025-05-19,Uttar Pradesh,Ginger(Green),3900
2025-05-19,Uttar Pradesh,Green Chilli,2500
2025-05-19,Uttar Pradesh,Raddish,600
2025-05-19,Uttar Pradesh,Tomato,800
2025-05-19,Uttar Pradesh,Pumpkin,780
2025-05-19,Uttar Pradesh,Apple,9500
2025-05-19,Uttar Pradesh,Bottle gourd,800
2025-05-19,Uttar Pradesh,Lentil (Masur)(Whole),6300
2025-05-19,Uttar Pradesh,Paddy(Dhan)(Common),1930
2025-05-19,Uttrakhand,Apple,9500
2025-05-19,Uttrakhand,Bottle gourd,600
2025-05-19,Uttrakhand,French Beans (Frasbean),2500
2025-05-19,Uttrakhand,Jack Fruit,1500
2025-05-19,Uttrakhand,Potato,700
2025-05-19,Uttrakhand,Raddish,1000
2025-05-19,Uttrakhand,Tomato,600
2025-05-19,Uttrakhand,Cucumbar(Kheera),400
2025-05-19,Uttrakhand,Mango,2400
2025-05-19,Uttrakhand,Pumpkin,200
2025-05-19,Uttrakhand,Green Chilli,1500
2025-05-19,Uttrakhand,Papaya,1600
2025-05-19,Uttrakhand,Tomato,700
2025-05-19,Uttrakhand,Potato,700
2025-05-19,Uttrakhand,Bottle gourd,500
2025-05-19,Uttrakhand,Capsicum,3800
2025-05-19,Uttrakhand,Orange,2800
2025-05-19,Uttrakhand,Tomato,2100
2025-05-19,West Bengal,Bitter gourd,2200
2025-05-19,West Bengal,Onion,1500
2025-05-19,West Bengal,Tomato,1800
2025-05-19,West Bengal,Brinjal,3000
2025-05-19,West Bengal,Onion,1600
2025-05-19,West Bengal,Sweet Pumpkin,1300
2025-05-19,West Bengal,Mustard,5950
2025-05-19,West Bengal,Wheat,2460
2025-05-19,West Bengal,Bhindi(Ladies Finger),800
2025-05-19,West Bengal,Mustard Oil,16000
2025-05-19,West Bengal,Potato,1500
2025-05-19,West Bengal,Bitter gourd,2900
2025-05-19,West Bengal,Green Chilli,4600
2025-05-19,West Bengal,Jute,6100
2025-05-19,Andhra Pradesh,Tomato,830
2025-05-19,Andhra Pradesh,Tomato,900
2025-05-19,Andhra Pradesh,Tomato,880
2025-05-19,Andhra Pradesh,Banana,1900
2025-05-19,Andhra Pradesh,Groundnut,5269
2025-05-19,Andhra Pradesh,Groundnut,6783
2025-05-19,Gujarat,Brinjal,1650
2025-05-19,Gujarat,Ginger(Green),2850
2025-05-19,Gujarat,Lemon,2200
2025-05-19,Gujarat,Arhar (Tur/Red Gram)(Whole),6000
2025-05-19,Gujarat,Bajra(Pearl Millet/Cumbu),1500
2025-05-19,Gujarat,Cotton,6850
2025-05-19,Gujarat,Groundnut,5000
2025-05-19,Gujarat,Wheat,2525
2025-05-19,Gujarat,Bajra(Pearl Millet/Cumbu),2250
2025-05-19,Gujarat,Arhar (Tur/Red Gram)(Whole),5800
2025-05-19,Gujarat,Maize,1800
2025-05-19,Gujarat,Paddy(Dhan)(Common),1500
2025-05-19,Gujarat,Green Chilli,2500
2025-05-19,Gujarat,Water Melon,800
2025-05-19,Gujarat,Bengal Gram(Gram)(Whole),4500
2025-05-19,Gujarat,Soyabean,2500
2025-05-19,Gujarat,Wheat,2000
2025-05-19,Gujarat,Groundnut,5250
2025-05-19,Gujarat,Banana,2100
2025-05-19,Gujarat,Bhindi(Ladies Finger),2000
2025-05-19,Gujarat,Cabbage,800
2025-05-19,Gujarat,Green Chilli,4000
2025-05-19,Gujarat,Potato,1500
2025-05-19,Gujarat,Bajra(Pearl Millet/Cumbu),2275
2025-05-19,Gujarat,Bottle gourd,1000
2025-05-19,Gujarat,Brinjal,1500
2025-05-19,Gujarat,Cabbage,1000
2025-05-19,Gujarat,Cowpea(Veg),3500
2025-05-19,Gujarat,Cucumbar(Kheera),1000
2025-05-19,Gujarat,Indian Beans (Seam),3000
2025-05-19,Gujarat,Lemon,3000
2025-05-19,Gujarat,Turmeric (raw),4000
2025-05-19,Gujarat,Castor Seed,6075
2025-05-19,Gujarat,Wheat,2465
2025-05-19,Gujarat,Green Chilli,2000
2025-05-19,Gujarat,Guar,5500
2025-05-19,Gujarat,Methi(Leaves),3000
2025-05-19,Gujarat,Spinach,500
2025-05-19,Gujarat,Tomato,1500
2025-05-19,Gujarat,Brinjal,750
2025-05-19,Gujarat,Cluster beans,3500
2025-05-19,Gujarat,Cucumbar(Kheera),1000
2025-05-19,Gujarat,Drumstick,1250
2025-05-19,Gujarat,Leafy Vegetable,1000
2025-05-19,Gujarat,Lemon,3500
2025-05-19,Gujarat,Mango (Raw-Ripe),1500
2025-05-19,Gujarat,Onion,1200
2025-05-19,Gujarat,Pegeon Pea (Arhar Fali),7000
2025-05-19,Gujarat,Potato,1500
2025-05-19,Haryana,Banana,2000
2025-05-19,Haryana,Carrot,1000
2025-05-19,Haryana,Onion,1000
2025-05-19,Haryana,Bhindi(Ladies Finger),1750
2025-05-19,Haryana,Ridgeguard(Tori),2500
2025-05-19,Haryana,Cucumbar(Kheera),1000
2025-05-19,Haryana,Peas Wet,8000
2025-05-19,Haryana,Tomato,600
2025-05-19,Haryana,Bottle gourd,500
2025-05-19,Haryana,Mousambi(Sweet Lime),4000
2025-05-19,Haryana,Onion,1000
2025-05-19,Haryana,Water Melon,600
2025-05-19,Haryana,Potato,600
2025-05-19,Haryana,Bhindi(Ladies Finger),1000
2025-05-19,Haryana,Bottle gourd,1000
2025-05-19,Haryana,Brinjal,1000
2025-05-19,Haryana,Onion,1200
2025-05-19,Haryana,Banana - Green,1200
2025-05-19,Haryana,Ginger(Green),5000
2025-05-19,Haryana,Water Melon,1000
2025-05-19,Haryana,Apple,8500
2025-05-19,Haryana,Apple,8500
2025-05-19,Haryana,Apple,6000
2025-05-19,Haryana,Bhindi(Ladies Finger),2000
2025-05-19,Haryana,Cauliflower,1500
2025-05-19,Haryana,Lemon,10000
2025-05-19,Haryana,Tinda,1000
2025-05-19,Haryana,Tomato,500
2025-05-19,Haryana,Cucumbar(Kheera),1500
2025-05-19,Haryana,Tomato,1000
2025-05-19,Haryana,Onion,1000
2025-05-19,Haryana,Spinach,1200
2025-05-19,Haryana,Bhindi(Ladies Finger),2800
2025-05-19,Haryana,Brinjal,1800
2025-05-19,Haryana,Garlic,9000
2025-05-19,Haryana,Potato,1200
2025-05-19,Haryana,Apple,10000
2025-05-19,Haryana,Cabbage,1000
2025-05-19,Haryana,Green Chilli,1800
2025-05-19,Haryana,Mango,3800
2025-05-19,Haryana,Onion,900
2025-05-19,Haryana,Peas Wet,4500
2025-05-19,Haryana,Potato,700
2025-05-19,Haryana,Pumpkin,400
2025-05-19,Haryana,Bitter gourd,1000
2025-05-19,Haryana,Cauliflower,2000
2025-05-19,Haryana,Tomato,300
2025-05-19,Himachal Pradesh,Colacasia,4500
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),2000
2025-05-19,Himachal Pradesh,Mango,5000
2025-05-19,Himachal Pradesh,Papaya,5000
2025-05-19,Himachal Pradesh,Potato,1200
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),2200
2025-05-19,Himachal Pradesh,Lemon,9000
2025-05-19,Himachal Pradesh,Mango,5000
2025-05-19,Himachal Pradesh,Mango,7000
2025-05-19,Himachal Pradesh,Potato,1600
2025-05-19,Himachal Pradesh,Apple,17000
2025-05-19,Himachal Pradesh,Bhindi(Ladies Finger),3000
2025-05-19,Himachal Pradesh,Cauliflower,5500
2025-05-19,Himachal Pradesh,Coriander(Leaves),3000
2025-05-19,Himachal Pradesh,Lemon,9000
